report_id,country,region,date_reported,species,disease,confirmed_cases,deaths,outbreak_status,notes,source,latitude,longitude
7cda1a50-2034-4b9a-b356-6219c91c13e1,Mongolia,N/A,2022-03-08,Unknown,Peste des petits ruminants virus (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
90e92d52-100a-46e8-9e00-27c3a0eec95f,Niger,N/A,2022-03-08,Unknown,Rift Valley fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
e6845074-51c6-4f05-adb7-c154ba203999,Israel,N/A,2022-03-06,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
5ee290fe-e077-4fbb-afe7-924cfbbc5269,Kazakhstan,N/A,2022-03-04,Cattle,Foot and mouth disease virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
e9ca57c8-6e8e-4219-89ea-493cb1b1c6d6,China (People's Rep. of),N/A,2022-03-04,Unknown,Burkholderia mallei (Inf. with) (Glanders),0,0,Resolved,First occurrence in the country,https://wahis.woah.org,,
7fa17ac6-fa7b-41fb-ba18-0178d937e0bd,Russia,N/A,2022-03-01,Goat,Sheep pox and goat pox,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
aeee49ca-695e-4b81-91dd-c2d1247dcfe5,Russia,N/A,2022-03-01,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
6cbf44c4-8c64-4e73-be3e-191adbfb84fa,Finland,N/A,2022-03-01,Horse,Theileria equi and Babesia caballi (Inf. with) (Equine piroplasmosis),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
032910fb-ba2f-4a67-8e4b-d5224dd21973,Zambia,N/A,2022-03-01,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
3ba924a5-b171-494e-bd40-5b278b6efc85,Vietnam,N/A,2022-03-01,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,New strain in the country,https://wahis.woah.org,,
4cf524f5-6184-4fbb-827a-5f211ddc1047,Moldova,N/A,2022-02-25,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,First occurrence in the country,https://wahis.woah.org,,
4e1657fc-c140-4f86-a954-b730670d2e62,Lithuania,N/A,2022-02-25,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,New strain in the country,https://wahis.woah.org,,
175a6c3f-05f4-4c89-b178-e56b545fd72c,Lithuania,N/A,2022-02-25,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
ac42f315-0026-4150-92a4-b281009965f4,Russia,N/A,2022-02-24,Cattle,Foot and mouth disease virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
94cb7217-e916-4b8e-9149-3c6ccd88e055,Cameroon,N/A,2022-02-22,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
dbe5e9e0-b79c-40d1-b7b7-ef2e817c47cc,Namibia,N/A,2022-02-22,Cattle,Foot and mouth disease virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
191e8dba-cd28-4721-96af-26d5dc4f3981,Hong Kong,N/A,2022-02-21,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
74ef23a4-7885-4581-809f-d5f8e62f1cab,Finland,N/A,2022-02-18,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
7c82fefa-c564-4303-bf16-b01bd4a70a91,Russia,N/A,2022-02-17,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
1f1c9dde-8df8-4f27-b633-9b33346c95ed,Senegal,N/A,2022-02-17,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
4fae2315-71d7-4027-972d-1328043ce960,Slovenia,N/A,2022-02-17,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
a8656e5d-525c-4e06-be3e-572ee2b78372,Romania,N/A,2022-02-16,Unknown,Viral haemorrhagic septicaemia virus (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
5094a948-55ef-4a4d-9035-bbd918f97349,Switzerland,N/A,2022-02-16,Poultry,Newcastle disease virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
d9bb030c-5e66-40e5-bf5d-208041242806,Ireland,N/A,2022-02-15,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Unusual host species,https://wahis.woah.org,,
64cf8935-9c9a-4e48-935e-cbf5f705f5f5,Italy,N/A,2022-02-14,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
9c011d72-71de-4320-b7f6-27c743112d16,Italy,N/A,2022-02-14,Unknown,Aphanomyces astaci (Inf. with)(Crayfish plague),0,0,Resolved,Recurrence,https://wahis.woah.org,,
9f3f411b-d9c2-4383-ae06-eeb14ebb0b2a,Hong Kong,N/A,2022-02-14,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
af383ad8-3eff-41e3-b2f8-eba0f577caf6,Guatemala,N/A,2022-02-12,Unknown,Aethina tumida (Inf. with)(Small hive beetle)(2006-),0,0,Resolved,First occurrence in the country,https://wahis.woah.org,,
c302f316-e626-4357-a258-291f05ce3845,Senegal,N/A,2022-02-11,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,First occurrence in the country,https://wahis.woah.org,,
3d132aec-17df-4f23-a1c9-15aa65319943,Senegal,N/A,2022-02-11,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
74a241ca-a91d-444f-b2d6-4923318a3e79,Mozambique,N/A,2022-02-11,Unknown,Leishmania spp. (Inf. with) (Leishmaniosis),0,0,Resolved,First occurrence in the country,https://wahis.woah.org,,
258f25b9-89b5-4347-beb9-1c6e86f37575,Canada,N/A,2022-02-11,Canine,Rabies virus (Inf. with),0,0,Resolved,Recurrence of an eradicated strain,https://wahis.woah.org,,
5ee65fce-c4e1-4c73-a1a1-7d6a64bc6a14,Korea (Rep. of),N/A,2022-02-10,Swine,African swine fever virus (Inf. with),0,0,Resolved,First occurrence in the country,https://wahis.woah.org,,
6c8eb46b-daa4-4494-9144-54c27cfbd314,Russia,N/A,2022-02-10,Swine,African swine fever virus (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
45c29018-89df-407e-9d58-384a7893c2f3,Russia,N/A,2022-02-10,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
fb201888-3baa-4961-a238-0f9392ce59da,Russia,N/A,2022-02-10,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
88276409-5027-4037-b44c-8a39e51b8a7f,Russia,N/A,2022-02-10,Poultry,Newcastle disease virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
3cc3420d-51d2-46b0-95f1-f36f401960d8,Russia,N/A,2022-02-10,Goat,Sheep pox and goat pox,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
70c0b7f6-e4c0-4a03-99e3-78e78ba2b6de,Belgium,N/A,2022-02-09,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
4f1218ec-bb54-457e-bb80-1a893e490481,Denmark,N/A,2022-02-09,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
451ef779-fcfc-4a59-b08a-3b31e4329b26,Denmark,N/A,2022-02-09,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated strain,https://wahis.woah.org,,
c7ef77ad-f3cb-4093-ad3a-d9e42af5de13,Iceland,N/A,2022-02-08,Unknown,Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes),0,0,Resolved,New strain in the country,https://wahis.woah.org,,
a01749e1-84ae-46af-af3e-d7f5ba36970a,Czech Republic,N/A,2022-02-08,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
cb5e1ded-1d8b-402a-8adf-e40ad9092b97,Slovakia,N/A,2022-02-07,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated strain,https://wahis.woah.org,,
f7ad2587-0996-48a5-aaee-037ee504951e,Slovakia,N/A,2022-02-07,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
e94cb339-4b78-421f-bead-ac9fe65b2847,Hong Kong,N/A,2022-02-04,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated strain,https://wahis.woah.org,,
c816a177-804e-4f6d-ba9e-65bc77df881f,United States of America,N/A,2022-02-03,Unknown,Pathogenic rabbit lagoviruses (Rabbit haemorrhagic disease) (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
c0858819-2845-4992-b5c6-94c359b6ed98,Bulgaria,N/A,2022-02-01,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
328d7a01-ed87-48e2-8997-7e824f2387b1,Bulgaria,N/A,2022-02-01,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
68e5802e-bb43-46b3-97b8-6f0f40e8ddb9,Sweden,N/A,2022-02-01,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
b85b315d-bb61-4257-9ab0-d736b013329a,Ukraine,N/A,2022-01-31,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
91344197-c24a-46fb-9ec3-4919b87bd1f0,United Kingdom,N/A,2022-01-28,Unknown,Caprine arthritis/encephalitis,0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
6ac07eac-03d5-4d7f-9617-ad71900b6df6,Slovenia,N/A,2022-01-28,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
2f110216-9cad-493b-af2d-3708b6a1def4,Bulgaria,N/A,2022-01-27,Unknown,Bluetongue virus (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
557acbbf-eac2-4d08-b645-537c8ac774b7,Sweden,N/A,2022-01-27,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
5a1eb2a5-3e6a-48ac-9c88-d6727d7f4df2,Belgium,N/A,2022-01-27,Unknown,Mycobacterium tuberculosis complex (Inf. with)(2019-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
2854ed18-775e-40cb-a1de-98f40c764742,Kazakhstan,N/A,2022-01-27,Unknown,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,0,0,Resolved,First occurrence in the country,https://wahis.woah.org,,
55cdf6e5-d785-4fab-8dc1-f6252fad3059,France,N/A,2022-01-26,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
e56bcfa5-292a-4664-99ea-1408c68f511c,Germany,N/A,2022-01-25,Canine,Rabies virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
a282d7d9-4763-44ac-ac5c-904913960a81,Germany,N/A,2022-01-21,Unknown,Bovine spongiform encephalopathy,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
59eb618a-885e-426b-93df-70c80f8f9cb8,Russia,N/A,2022-01-21,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
76ac5162-317e-46c0-a8c7-378b559dfc5f,Japan,N/A,2022-01-20,Swine,Classical swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
16e511f2-3743-4f38-aee0-1029de683499,Russia,N/A,2022-01-20,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
b5480005-eb4a-4de0-96ca-f84c20177de3,Russia,N/A,2022-01-20,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
4e140b71-bba1-41f0-9eac-d1579170faed,Ireland,N/A,2022-01-19,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
0d604a7a-761c-4300-b12b-1e990508388e,France,N/A,2022-01-19,Unknown,Brucella melitensis (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
5bbd4f0c-db06-453b-aed3-1280c90f4acb,United States of America,N/A,2022-01-19,Canine,Rabies virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
768cf6e5-9a3f-4ddf-afa3-7ee1f0686a68,Russia,N/A,2022-01-19,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
dadb24bf-0027-4cdb-bef3-6276d895dee6,Ukraine,N/A,2022-01-19,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
318ae595-ea1f-4e76-9da5-ad393e43acdd,Ukraine,N/A,2022-01-19,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
19b95047-ee43-44d9-8565-4b5288a88f49,Slovenia,N/A,2022-01-18,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,New strain in a zone or a compartment,https://wahis.woah.org,,
899dd9c6-2efd-4a79-b9fd-9bdb5fa73ba7,Slovenia,N/A,2022-01-18,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
c32abfe1-30fe-4641-9227-11e097b3d5ef,Russia,N/A,2022-01-18,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
107e96d7-70ed-4dc8-9ffe-d5ed517848b7,Russia,N/A,2022-01-18,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
ac60f7ec-317d-4c3c-93fc-52d4f255348b,Russia,N/A,2022-01-18,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
e92385f4-7056-4914-9b7c-971cba027d98,Russia,N/A,2022-01-18,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
ba1693c7-5f60-4267-b9a9-740009d9c47d,Russia,N/A,2022-01-18,Poultry,Newcastle disease virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
92509914-913e-49dd-8733-5f8d09cd6e78,Russia,N/A,2022-01-18,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
a3914c84-6df1-4b1a-9823-17a1698c3f70,Togo,N/A,2022-01-17,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
83cdccb9-bd1f-4b5d-a356-ce69535a98a9,Togo,N/A,2022-01-17,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
4bdda153-7171-4f9d-a124-c974d627a9ab,Togo,N/A,2022-01-17,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
c6328272-bef6-4d43-a4fd-59107540588d,Norway,N/A,2022-01-17,Unknown,Tularemia,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
ddea4c56-6d1c-4886-80f4-3a1080d5a1c7,Norway,N/A,2022-01-17,Unknown,Pathogenic rabbit lagoviruses (Rabbit haemorrhagic disease) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
3d3a38ea-e99a-491f-bbde-ce12e085f777,Norway,N/A,2022-01-14,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,New strain in the country,https://wahis.woah.org,,
c4c59aaf-09e6-46ac-b23f-c958ced2c5a4,Russia,N/A,2022-01-13,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
060ae46d-39c1-4ef9-8697-741dda76da7c,Russia,N/A,2022-01-13,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
d9fd065d-e9af-4a3e-a373-f7db3fec5f05,Russia,N/A,2022-01-13,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
442177e2-f2fc-42fc-86f3-bdda8692a4bd,Russia,N/A,2022-01-13,Swine,African swine fever virus (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
c100e47d-1151-442e-8bf6-c6c9cbb93ec4,Russia,N/A,2022-01-13,Swine,African swine fever virus (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
de17c0e3-a772-4a07-ab41-0a685f948285,Russia,N/A,2022-01-13,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
5d5f1d88-9fa6-4a89-9a96-02c0d0b447d8,Russia,N/A,2022-01-13,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
4e29e7c0-3164-4bab-9b9d-6b714f33b676,United Kingdom,N/A,2022-01-13,Unknown,Bovine spongiform encephalopathy,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
47798d91-2deb-4b6f-b2fd-cf12ab8ab19d,Chinese Taipei,N/A,2022-01-12,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,New strain in the country,https://wahis.woah.org,,
037449b0-d1a8-4e98-934b-fb6bd2606c88,Ukraine,N/A,2022-01-12,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
1fc8a31c-5837-43ec-b24e-a14463efb45d,Slovenia,N/A,2022-01-12,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
8e32d596-e6ac-4df5-9f00-4bd771ddb0d4,Mexico,N/A,2022-01-11,Unknown,Pathogenic rabbit lagoviruses (Rabbit haemorrhagic disease) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
3dd67b3c-8168-4abb-a295-7c3be70b9b82,Niger,N/A,2022-01-11,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
f8b739af-eb0a-46ed-a1ad-223a3a6d7f4b,Norway,N/A,2022-01-11,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,First occurrence in the country,https://wahis.woah.org,,
27f8f647-cd7d-4c0f-a208-baf34424d31b,Pakistan,N/A,2022-01-10,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
2f0462ff-c578-4437-8fbe-6efd841d0e6c,Finland,N/A,2022-01-10,Unknown,Infectious haematopoietic necrosis virus (Inf. with),0,0,Resolved,First occurrence in a zone or a compartment,https://wahis.woah.org,,
5a58cef7-a609-420a-abe0-eafc6ae204ed,Bulgaria,N/A,2022-05-16,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
b6261da6-ea43-4f0f-82ba-e2c76fbb60f7,Bulgaria,N/A,2022-05-16,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
bb200cbb-c591-4786-a652-0e9d0c765827,Bulgaria,N/A,2022-05-16,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
2d0f6b2f-59c8-4043-be24-d2359e646a3f,Israel,N/A,2022-05-15,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
911c5e2d-a3d6-4953-aa1e-e8a1e3b0c2f9,Djibouti,N/A,2022-05-12,Unknown,Lumpy skin disease virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
acb2a27d-2c5b-40ce-948a-ead15a3131d5,Germany,N/A,2022-05-12,Unknown,West Nile Fever,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
5b681422-3fc2-4168-86b2-3509bfc157ae,Germany,N/A,2022-05-12,Unknown,West Nile Fever,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
23b6cc61-74f2-4af4-a32a-a03b8a72f029,Germany,N/A,2022-05-12,Unknown,West Nile Fever,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
113a512a-05e4-40fc-8bbc-8b26c7f0a450,Germany,N/A,2022-05-12,Unknown,West Nile Fever,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
9fa29e88-c230-4a66-bf04-8dde08f98f1a,Portugal,N/A,2022-05-12,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
042a8ca4-3ef3-45d8-9668-2703a16ae8ea,Portugal,N/A,2022-05-12,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
6fcc13c4-3fca-4363-8bc9-80d5de61d3c7,Portugal,N/A,2022-05-12,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
4ba39aee-0b7d-42a0-9ffe-10efb8cba078,Portugal,N/A,2022-05-12,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
3f61478d-a9ab-4ec0-859b-fcd5c27c8b01,Spain,N/A,2022-05-11,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
0b648c50-20e8-4406-8ce4-efd5a4b6b230,Slovakia,N/A,2022-05-11,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
ed6e5410-c535-4df9-919f-d03ff3646420,Slovakia,N/A,2022-05-11,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
7b331158-43c0-4b92-a98b-195c788ce74a,Latvia,N/A,2022-05-10,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
79feec68-decd-45e2-8d68-21686fe4e2f5,Philippines,N/A,2022-05-10,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,New strain in the country,https://wahis.woah.org,,
8746805b-60f6-4a17-a5e1-9ab80757e092,Russia,N/A,2022-05-06,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
61b17711-90eb-4194-a5ad-cca8e57ae772,France,N/A,2022-05-06,Unknown,Aujeszky's disease virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
36d95e1c-9e7a-44d6-bcf4-a4913be0ca17,Croatia,N/A,2022-05-06,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,New strain in a zone or a compartment,https://wahis.woah.org,,
cb9ddd83-2c27-4e93-ab55-76e899e6b41d,Romania,N/A,2022-05-06,Poultry,High pathogenicity avian influenza viruses (poultry) (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
4d9edb1f-61e6-48cd-a689-763bdefc3f4a,Finland,N/A,2022-05-04,Horse,Theileria equi and Babesia caballi (Inf. with) (Equine piroplasmosis),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
c559d486-a8bd-420a-a446-350ea34e700c,Iceland,N/A,2022-05-04,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
0ce4bcd3-ff0f-45ac-a803-59070bbd595d,Peru,N/A,2022-05-03,Horse,Equine infectious anaemia,0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
45afed2a-edb5-4db0-bfb7-55f5c6e182d6,Lithuania,N/A,2022-05-03,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
e6d66029-d44f-4dca-ba8a-4aa2e23e4b37,Russia,N/A,2022-04-29,Poultry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
49e58de1-da41-4fa8-9a45-23cb3b90cbd4,Ecuador,N/A,2022-04-27,Unknown,SARS-CoV-2 in animals (Inf. with),0,0,Resolved,Emerging disease,https://wahis.woah.org,,
cfeffda1-cae2-4aa1-83e6-e5c3ddb08ad6,Hong Kong,N/A,2022-04-26,Swine,African swine fever virus (Inf. with),0,0,Resolved,Recurrence of an eradicated disease,https://wahis.woah.org,,
